Collection_code	Catalog_number	Field_number	Voucher_number	Bioinformatics_ID	new_species	country	state	Latitude	Longitude	Pooled assembly	Assemblies
N/A	N/A	2725-02-180406	N/A	V2725_PAC	R. forreri	México	Colima	19.18308333	-103.6269444	Yes	forreri, PACMX
N/A	N/A	2726-02-180406	N/A	V2726_PAC	R. forreri	México	Colima	19.18308333	-103.6269444	Yes	forreri, PACMX
N/A	N/A	2727-02-180406	N/A	V2727_PAC	R. forreri	México	Colima	19.18308333	-103.6269444	Yes	forreri, PACMX
N/A	N/A	2728-02-180406	N/A	V2728_PAC	R. forreri	México	Colima	19.18305556	-103.6269444	Yes	forreri, PACMX
N/A	N/A	2729-02-180406	N/A	V2729_PAC	R. forreri	México	Colima	19.18308333	-103.6269444	Yes	forreri, PACMX
N/A	N/A	2730-02-180406	N/A	V2730_PAC	R. forreri	México	Colima	19.18308333	-103.6269444	Yes	forreri, PACMX
N/A	N/A	2747-02	N/A	V2747_PAC	R. macroglossa	México	N/A	NA	NA	Yes	PACMX
N/A	N/A	2749-01	N/A	V2749_PAC	R. macroglossa	México	N/A	NA	NA	Yes	PACMX
N/A	N/A	2750-01-110706	N/A	V2750_PAC	R. pustulosa	México	Michoacán	NA	NA	NA	NA
N/A	N/A	2751-02-110706	N/A	V2751_PAC	(presumed)	México	Michoacán	19.19641667	-101.45	Yes	PACMX
N/A	N/A	2752-01-110706	N/A	V2752_PAC	R. pustulosa	México	Michoacán	NA	NA	NA	NA
N/A	N/A	2761-01-210706	N/A	V2761_PAC	R. magnaocularis	México	Nayarit	21.62091667	-104.8166667	Yes	PACMX
N/A	N/A	2762-01-220706	N/A	V2762_PAC	(presumed)	México	Nayarit	21.62091667	-104.8166667	Yes	PACMX
N/A	N/A	2763-01-220706	N/A	V2763_PAC	R. magnaocularis	México	Nayarit	21.62091667	-104.8166667	Yes	PACMX
N/A	N/A	2764-01-220706	N/A	V2764_PAC	R. magnaocularis	México	Nayarit	21.47547222	-104.6036111	Yes	PACMX
N/A	N/A	2778-01-230706	N/A	V2778_PAC	R. magnaocularis	México	Nayarit	21.47547222	-104.6036111	Yes	PACMX
N/A	N/A	2779-01-230706	N/A	V2779_PAC	R. magnaocularis	México	Nayarit	21.47547222	-104.6036111	Yes	PACMX
N/A	N/A	2780-01-230706	N/A	V2780_PAC	R. magnaocularis	México	Nayarit	21.47547222	-104.6036111	Yes	PACMX
N/A	N/A	2781-01-230706	N/A	V2781_PAC	R. psilonota	México	Nayarit	NA	NA	Yes	NA
N/A	N/A	2782-01-230706	N/A	V2782_PAC	(presumed)	México	Nayarit	21.36061111	-104.5486111	No	PACMX
N/A	N/A	2783-01-230706	N/A	V2783_PAC	R. psilonota	México	Nayarit	NA	NA	Yes	NA
N/A	N/A	2784-01-230706	N/A	V2784_PAC	R. psilonota	México	Nayarit	NA	NA	Yes	NA
N/A	N/A	2785-01-230706	N/A	V2785_PAC	R. psilonota	México	Nayarit	NA	NA	Yes	NA
N/A	N/A	2786-01-230706	N/A	V2786_PAC	(presumed)	México	Nayarit	21.36061111	-104.5486111	No	PACMX
N/A	N/A	2787-01-230706	N/A	V2787_PAC	R. psilonota	México	Nayarit	NA	NA	Yes	NA
N/A	N/A	2788-01-230706	N/A	V2788_PAC	R. psilonota	México	Nayarit	NA	NA	Yes	NA
N/A	N/A	2789-01-230706	N/A	V2789_PAC	R. psilonota	México	Nayarit	NA	NA	Yes	NA
N/A	N/A	2790-01-230706	N/A	V2790_PAC	R. magnaocularis	México	Nayarit	21.34022222	-104.6330556	Yes	PACMX
N/A	N/A	2791-01-230706	N/A	V2791_PAC	R. magnaocularis	México	Nayarit	21.34022222	-104.6330556	Yes	PACMX
N/A	N/A	2792-01-230706	N/A	V2792_PAC	R. magnaocularis	México	Nayarit	21.34022222	-104.6330556	Yes	PACMX
N/A	N/A	2793-00-230706	N/A	V2793_PAC	R. magnaocularis	México	Nayarit	21.34022222	-104.6330556	Yes	PACMX
N/A	N/A	2794-01-230706	N/A	V2794_PAC	R. forreri	México	Nayarit	21.21691667	-104.7405556	Yes	forreri, PACMX
N/A	N/A	2795-01-230706	N/A	V2795_PAC	R. magnaocularis	México	Nayarit	21.36061111	-104.5486111	Yes	PACMX
N/A	N/A	2796-01-230706	N/A	V2796_PAC	R. magnaocularis	México	Nayarit	21.34022222	-104.6330556	Yes	PACMX
N/A	N/A	2797-XX-XXXXXX	N/A	V2797_PAC	R. forreri	México	N/A	NA	NA	Yes	forreri, PACMX
N/A	N/A	2798-05-240706	N/A	V2798_PAC	R. forreri	México	Nayarit	21.21691667	-104.7405556	Yes	forreri, PACMX
N/A	N/A	2799-01-240706	N/A	V2799_PAC	R. forreri	México	Nayarit	21.21288889	-104.7272222	Yes	forreri, PACMX
N/A	N/A	2800-01-240706	N/A	V2800_PAC	R. forreri	México	Nayarit	21.21691667	-104.7405556	Yes	forreri, PACMX
N/A	N/A	2830-01-260706	N/A	V2830_PAC	(presumed)	México	Jalisco	20.76705556	-104.9238889	No	PACMX
N/A	N/A	2831-01-260706	N/A	V2831_PAC	R. forreri	México	Jalisco	20.8225	-105.0938889	Yes	forreri, PACMX
N/A	N/A	2832-01-260706	N/A	V2832_PAC	R. forreri	México	Jalisco	20.83644444	-105.1252778	Yes	forreri, PACMX
N/A	N/A	2833-01-260706	N/A	V2833_PAC	R. forreri	México	Jalisco	20.01633333	-105.2447222	Yes	forreri, PACMX
N/A	N/A	2906-01-290706	N/A	V2906_PAC	R. forreri	México	Jalisco	20.00944444	-105.4508333	Yes	forreri, PACMX
N/A	N/A	2921-01-180706	N/A	V2921_PAC	R. macroglossa	México	Chiapas	16.880338	-93.457134	Yes	PACMX
N/A	N/A	VLR 3	N/A	V3_PAC	R. forreri	México	Nayarit	22.128562	-105.204077	Yes	forreri, PACMX
N/A	N/A	3072-01-230508	N/A	V3072_PAC	R. omiltemana	México	Oaxaca	16.89988889	-97.96722222	Yes	PACMX
N/A	N/A	3074-01-230508	N/A	V3074_PAC	R. omiltemana	México	Oaxaca	16.74897222	-97.99222222	Yes	PACMX
N/A	N/A	3076-01-230508	N/A	V3076_PAC	R. omiltemana	México	Oaxaca	16.60297222	-96.16	Yes	PACMX
N/A	N/A	3077-01-230508	N/A	V3077_PAC	R. omiltemana	México	Oaxaca	16.60297222	-96.16	Yes	PACMX
N/A	N/A	3078-01-230508	N/A	V3078_PAC	R. omiltemana	México	Oaxaca	16.60297222	-96.16	Yes	PACMX
N/A	N/A	3079-01-230508	N/A	V3079_PAC	R. omiltemana	México	Oaxaca	16.60297222	-96.16	Yes	PACMX
N/A	N/A	3080-01-230508	N/A	V3080_PAC	R. omiltemana	México	Oaxaca	16.60297222	-96.16	Yes	PACMX
N/A	N/A	3081-01-230508	N/A	V3081_PAC	R. omiltemana	México	Oaxaca	16.60297222	-96.16	Yes	PACMX
N/A	N/A	3082-01-230508	N/A	V3082_PAC	R. omiltemana	México	Oaxaca	16.60297222	-96.16	Yes	PACMX
N/A	N/A	VLR 4	N/A	V4_PAC	R. forreri	México	Nayarit	22.128562	-105.204077	Yes	forreri, PACMX
N/A	N/A	VLR 5	N/A	V5_PAC	R. forreri	México	Nayarit	22.128562	-105.204077	Yes	forreri, PACMX
N/A	N/A	VLR 6	N/A	V6_PAC	R. forreri	México	Nayarit	22.128562	-105.204077	Yes	forreri, PACMX
N/A	N/A	VLR 7	N/A	V7_PAC	R. forreri	México	Nayarit	22.388427	-105.452203	Yes	forreri, PACMX
N/A	N/A	VLR 8	N/A	V8_PAC	R. forreri	México	Nayarit	22.388427	-105.452203	Yes	forreri, PACMX
N/A	N/A	VLR 9	N/A	V9_PAC	NA	México	Nayarit	22.388427	-105.452203	No	PACMX
